cid,pid,label
CHEMBL1997007,P50613,1
CHEMBL462120,P06239,1
CHEMBL1993335,Q7L7X3,1
CHEMBL1969588,P29597,0
CHEMBL1989029,O75116,1
CHEMBL1970104,P35968,0
CHEMBL1986943,O00311,0
CHEMBL1271480,P06239,0
CHEMBL1974416,Q16644,1
CHEMBL2001019,P08581,0
CHEMBL1966087,Q8NE63,1
CHEMBL422897,Q00535,0
CHEMBL1230122,Q16513,1
CHEMBL1979883,Q8NE63,0
CHEMBL523823,P10721,1
CHEMBL360847,Q9HAZ1,0
CHEMBL1987007,P00533,1
CHEMBL1989029,Q13627,0
CHEMBL1164265,O94806,0
CHEMBL1982383,Q9H2X6,1
CHEMBL1738710,P28482,1
CHEMBL1964777,P29317,1
CHEMBL2002479,P06493,1
CHEMBL207718,Q16539,1
CHEMBL1998112,Q9HCP0,1
CHEMBL1997597,Q00535,1
CHEMBL1981720,O96017,0
CHEMBL1967252,Q5S007,0
CHEMBL1992937,Q9UHD2,1
CHEMBL223367,P49841,0
CHEMBL482767,O96017,0
CHEMBL1996649,O94806,1
CHEMBL1972659,P07949,1
CHEMBL2004544,Q9BWU1,1
CHEMBL2171124,Q96GD4,0
CHEMBL196363,Q02763,0
CHEMBL2006481,Q9UEE5,0
CHEMBL2002240,Q8TDC3,1
CHEMBL1988387,Q05397,0
CHEMBL1984760,O60674,0
CHEMBL516640,P49841,0
CHEMBL342767,Q05655,0
CHEMBL2006299,P09619,1
CHEMBL1977713,Q05513,1
CHEMBL1682357,O14965,0
CHEMBL1966514,P07948,0
CHEMBL1989267,P53667,0
CHEMBL1994724,P50613,1
CHEMBL1969049,P17948,0
CHEMBL1984039,Q13153,1
CHEMBL1965845,Q14680,1
CHEMBL2003638,P48729,0
CHEMBL1986590,Q9UQM7,1
CHEMBL1981671,P45983,1
CHEMBL309265,P24723,1
CHEMBL1987756,Q00535,1
CHEMBL1980995,Q9BZL6,0
CHEMBL1966628,P04629,0
CHEMBL2347053,P49841,0
CHEMBL1984633,P49841,0
CHEMBL1980904,P17948,0
CHEMBL2004716,P00533,1
CHEMBL1727312,P51812,1
CHEMBL1650551,P48730,0
CHEMBL1975500,Q9UM73,1
CHEMBL1965507,P42679,1
CHEMBL2312652,O95819,1
CHEMBL2003456,Q13153,1
CHEMBL1973483,Q13153,1
CHEMBL1991434,Q15303,1
CHEMBL1985095,P51817,0
CHEMBL1980435,P36888,0
CHEMBL2006715,Q9Y4K4,0
CHEMBL1978567,P49840,1
CHEMBL2004871,P31751,1
CHEMBL1972362,P35916,1
CHEMBL1999590,P31749,1
CHEMBL1987359,Q14680,1
CHEMBL1988163,P43405,0
CHEMBL1987034,P29317,1
CHEMBL2002702,P48729,1
CHEMBL1980144,O00444,0
CHEMBL387385,O14965,1
CHEMBL1997872,Q12851,0
CHEMBL1969049,Q05655,0
CHEMBL49120,Q13188,0
CHEMBL379835,O94806,1
CHEMBL1986597,O96013,1
CHEMBL1969561,Q96GD4,0
CHEMBL2178352,P23458,1
CHEMBL1987679,Q9Y243,0
CHEMBL1970903,Q9H3Y6,1
CHEMBL1973211,Q86V86,1
CHEMBL508928,Q9Y4K4,0
CHEMBL411903,Q8TDC3,1
CHEMBL1999126,P53350,0
CHEMBL497151,P51817,0
CHEMBL1974254,O75582,0
CHEMBL1980995,Q9H4B4,1
CHEMBL1973516,O14965,0
CHEMBL2007574,O43293,0
CHEMBL208637,P29597,1
CHEMBL1995813,P42685,1
CHEMBL1766529,P11362,1
CHEMBL2000568,P51451,0
CHEMBL1998585,P49137,1
CHEMBL1999496,O15264,1
CHEMBL513846,Q16620,1
CHEMBL1974870,O96017,0
CHEMBL1965570,P06241,0
CHEMBL483531,P04626,0
CHEMBL1241473,P27448,0
CHEMBL1980407,Q8IU85,0
CHEMBL1233881,Q9UBF8,0
CHEMBL1997023,Q14012,1
CHEMBL2003514,Q8IU85,1
CHEMBL1973178,P07948,0
CHEMBL1992937,Q08881,0
CHEMBL1986855,Q13557,0
CHEMBL2003817,Q9HAZ1,0
CHEMBL507936,P07333,0
CHEMBL1242469,P08631,0
CHEMBL193697,P24723,0
CHEMBL2003482,Q13976,1
CHEMBL1974664,O00418,1
CHEMBL125898,P10721,0
CHEMBL1970709,Q9Y6M4,1
CHEMBL1978166,Q12851,0
CHEMBL1980407,P50750,0
CHEMBL244378,P51955,0
CHEMBL1968850,Q13188,1
CHEMBL1983923,P43405,0
CHEMBL2006580,P06493,1
CHEMBL339364,Q04759,0
CHEMBL1988838,P22607,0
CHEMBL1967116,P06239,0
CHEMBL184847,P24941,1
CHEMBL101311,P45983,0
CHEMBL1978014,P08922,1
CHEMBL336961,P51812,1
CHEMBL316264,Q9Y6M4,1
CHEMBL2001547,P00519,0
CHEMBL2000335,P49137,1
CHEMBL602123,P15056,0
CHEMBL2000685,O96017,0
CHEMBL1983309,P53350,1
CHEMBL1997335,Q04912,0
CHEMBL339799,P24723,0
CHEMBL1682357,Q9HBY8,1
CHEMBL2005886,Q14680,0
CHEMBL504075,P07333,0
CHEMBL1995712,P49841,0
CHEMBL1988173,Q16620,1
CHEMBL1682552,Q13976,0
CHEMBL1997007,P35968,0
CHEMBL242753,Q05655,1
CHEMBL2006580,P00533,0
CHEMBL1972250,P53778,1
CHEMBL1242756,P48736,0
CHEMBL1974870,Q8IW41,1
CHEMBL378627,P08069,1
CHEMBL1985723,P50750,0
CHEMBL1090360,P07332,1
CHEMBL272453,P06213,1
CHEMBL1965423,P17948,0
CHEMBL1965170,P29376,0
CHEMBL306380,P23443,0
CHEMBL1982465,P35968,0
CHEMBL1969588,P24941,0
CHEMBL336961,Q9NWZ3,1
CHEMBL1987034,Q7L7X3,0
CHEMBL1992536,Q9NYL2,1
CHEMBL1977041,P07948,0
CHEMBL244378,P24941,0
CHEMBL485556,Q13153,1
CHEMBL1967564,P45983,1
CHEMBL1978099,P29597,0
CHEMBL1991078,Q12851,0
CHEMBL1970317,P00533,0
CHEMBL104466,P45984,1
CHEMBL1984038,P17612,1
CHEMBL2005478,Q02750,0
CHEMBL1993941,P17948,0
CHEMBL1969755,P68400,1
CHEMBL272453,P06241,0
CHEMBL1988692,Q06418,0
CHEMBL1967544,Q8TDC3,1
CHEMBL409349,P00519,0
CHEMBL1999918,Q5VT25,0
CHEMBL1972220,Q04771,0
CHEMBL1994318,P49840,1
CHEMBL1980435,O43293,0
CHEMBL1973540,P68400,0
CHEMBL1980297,Q9NWZ3,1
CHEMBL1992242,Q9HBY8,1
CHEMBL1978099,P06241,0
CHEMBL1241299,P48736,0
CHEMBL1994808,P35968,1
CHEMBL560813,O75116,1
CHEMBL1090360,P43405,0
CHEMBL1997892,P35968,0
CHEMBL1978448,P00533,0
CHEMBL1981047,P43405,0
CHEMBL1979883,Q05655,1
CHEMBL1990496,P53667,1
CHEMBL1981079,P51451,1
CHEMBL1997534,P15735,1
CHEMBL1967560,Q9H4B4,0
CHEMBL1990583,Q9NWZ3,0
CHEMBL1980995,Q00535,0
CHEMBL1974574,P53667,0
CHEMBL2000345,P35968,1
CHEMBL1972934,Q9Y463,1
CHEMBL1981215,Q04771,0
CHEMBL1242293,P54760,0
CHEMBL78618,P41743,1
CHEMBL2006456,P17612,0
CHEMBL2000508,O15264,1
CHEMBL2007064,P16591,0
CHEMBL104067,P10721,0
CHEMBL1981725,O75116,0
CHEMBL1970522,O43293,0
CHEMBL231209,Q9H3Y6,1
CHEMBL474432,Q13554,1
CHEMBL1973138,P49336,1
CHEMBL1982465,P48730,1
CHEMBL1973711,P45984,1
CHEMBL1997129,O96017,0
CHEMBL1995736,P49760,1
CHEMBL1964290,O00444,0
CHEMBL1973348,P51817,1
CHEMBL1975921,Q8IU85,1
CHEMBL2004716,O14965,0
CHEMBL336192,Q15139,0
CHEMBL1980142,Q9HAZ1,1
CHEMBL1979883,O15111,1
CHEMBL1977128,Q9HAZ1,0
CHEMBL1230122,Q9UM73,1
CHEMBL2007124,P09619,0
CHEMBL1682359,Q08881,1
CHEMBL1970735,P45983,0
CHEMBL1973013,Q07912,0
CHEMBL260092,P52333,0
CHEMBL2004118,Q14164,1
CHEMBL1993996,P06241,0
CHEMBL260135,Q12851,1
CHEMBL2004716,Q9H2G2,0
CHEMBL1988387,P51955,0
CHEMBL337027,Q05513,0
CHEMBL1996048,Q16513,0
CHEMBL1986666,Q14680,0
CHEMBL1971943,P12931,1
CHEMBL2042135,P49841,0
CHEMBL1994526,Q05655,0
CHEMBL425834,Q13554,1
CHEMBL1982465,P06239,0
CHEMBL1980391,P16234,0
CHEMBL1977374,O95819,0
CHEMBL1968705,Q13627,1
CHEMBL1270230,P05771,1
CHEMBL1969588,P16591,0
CHEMBL1979718,P24941,1
CHEMBL2071201,Q02156,0
CHEMBL2000335,O43293,1
CHEMBL1240566,P42338,1
CHEMBL1969151,P34947,0
CHEMBL340384,P00519,0
CHEMBL523823,P04626,1
CHEMBL2007592,Q8IW41,1
CHEMBL1966204,Q9Y4K4,0
CHEMBL234085,P00533,1
CHEMBL1973483,Q16288,1
CHEMBL468280,P51817,1
CHEMBL1983111,P35968,0
CHEMBL1991434,P08581,1
CHEMBL1999811,P08069,0
CHEMBL1965910,Q16620,1
CHEMBL521470,Q05397,0
CHEMBL1979690,P36888,0
CHEMBL1994241,P12931,1
CHEMBL1987745,O75116,0
CHEMBL1997924,P43405,0
CHEMBL1986756,P49841,0
CHEMBL1997193,Q9Y463,0
CHEMBL340384,P23443,0
CHEMBL234085,P27448,0
CHEMBL1973348,P22607,1
CHEMBL1972355,P36507,0
CHEMBL1970317,P17948,0
CHEMBL1968850,Q13464,1
CHEMBL474432,P30530,0
CHEMBL1988437,P53667,0
CHEMBL2006439,P06241,0
CHEMBL1983348,Q14164,0
CHEMBL383264,P22612,0
CHEMBL1966514,O14965,0
CHEMBL1990415,O14757,1
CHEMBL1976040,Q04759,0
CHEMBL1987054,P12931,0
CHEMBL2000029,O43293,0
CHEMBL1988300,Q06418,0
CHEMBL1974870,P36888,0
CHEMBL1241481,P48736,1
CHEMBL483158,P04626,1
CHEMBL1890036,P28482,1
CHEMBL309265,O15111,1
CHEMBL235157,Q16539,1
CHEMBL1998611,P51817,1
CHEMBL50894,P49840,0
CHEMBL1984788,Q9HBY8,1
CHEMBL1987948,P50613,0
CHEMBL2004615,P15735,1
CHEMBL1986328,Q13554,1
CHEMBL1990885,P10721,1
CHEMBL1966040,P49841,0
CHEMBL302449,Q9BZL6,0
CHEMBL194498,P21802,0
CHEMBL1986263,Q13627,0
CHEMBL2007044,Q9H4B4,1
CHEMBL81229,P05129,1
CHEMBL1994538,P78368,1
CHEMBL1977634,P53667,1
CHEMBL253292,Q02763,0
CHEMBL1986328,Q8TDC3,1
CHEMBL2312185,P50750,0
CHEMBL2006715,Q5VT25,0
CHEMBL1971430,O43781,1
CHEMBL1979773,O94806,1
CHEMBL1242027,P35968,1
CHEMBL1985580,P28482,1
CHEMBL1993424,Q9BXA7,1
CHEMBL1164180,P45983,1
CHEMBL2002726,Q8N4C8,0
CHEMBL1972840,O15530,1
CHEMBL1682346,P24941,0
CHEMBL2004025,P09619,0
CHEMBL390156,P17948,0
CHEMBL1992342,O75116,0
CHEMBL1975208,Q9BZL6,1
CHEMBL2002346,Q13882,0
CHEMBL1996587,P08069,1
CHEMBL1965423,P53667,1
CHEMBL1975500,Q13555,0
CHEMBL1241678,P42338,0
CHEMBL1989708,Q02750,0
CHEMBL329274,Q15139,0
CHEMBL1993424,Q16513,0
CHEMBL482967,P35968,0
CHEMBL1970314,P51957,1
CHEMBL1969843,Q9UEE5,0
CHEMBL1980144,P28482,1
CHEMBL2002726,O75116,0
CHEMBL1988581,P06239,0
CHEMBL477817,P05771,1
CHEMBL1992732,P17612,1
CHEMBL396377,P49841,1
CHEMBL1970806,P30530,1
CHEMBL2001957,P27448,1
CHEMBL1967513,P16234,1
CHEMBL207246,P00533,0
CHEMBL481491,O14965,1
CHEMBL1997193,Q04771,1
CHEMBL1975921,O94806,1
CHEMBL1980329,Q96GD4,0
CHEMBL1980391,P51812,0
CHEMBL1975121,O95819,1
CHEMBL1998611,P06493,0
CHEMBL189338,P06241,0
CHEMBL2004355,P53667,1
CHEMBL1965570,Q8NE63,0
CHEMBL2004290,P28482,1
CHEMBL483532,P53350,0
CHEMBL2002099,P16234,1
CHEMBL1516890,Q05655,1
CHEMBL2006263,O75582,0
CHEMBL1992922,O60674,0
CHEMBL459729,Q16539,1
CHEMBL1987034,Q16644,1
CHEMBL189338,P12931,0
CHEMBL102346,P21802,1
CHEMBL461876,P53667,1
CHEMBL1969537,P05129,1
CHEMBL1969151,Q04759,0
CHEMBL1992634,P06241,0
CHEMBL1982361,Q9UM73,1
CHEMBL1834657,P31749,1
CHEMBL1682341,Q16620,1
CHEMBL1992220,P24941,0
CHEMBL1999749,P49840,1
CHEMBL1998112,Q05655,1
CHEMBL1988387,P51617,1
CHEMBL335012,P05129,0
CHEMBL1990590,Q04912,1
CHEMBL1994938,Q06187,0
CHEMBL1230122,P51955,1
CHEMBL1967094,Q9Y4K4,0
CHEMBL1991725,O14965,1
CHEMBL102301,Q05513,1
CHEMBL1242385,P08631,0
CHEMBL1965660,P53778,0
CHEMBL1258913,O14965,0
CHEMBL17370,Q14012,1
CHEMBL1971289,Q13627,0
CHEMBL2006450,Q9HAZ1,0
CHEMBL1995712,P50750,0
CHEMBL1979252,O43293,1
CHEMBL2007266,P16234,0
CHEMBL1090356,P31751,1
CHEMBL1979176,Q9BXA7,1
CHEMBL213505,P30530,0
CHEMBL2006631,Q96SB4,1
CHEMBL1980391,Q13882,1
CHEMBL1982874,P43405,1
CHEMBL1999590,P00533,0
CHEMBL1972576,Q8N4C8,0
CHEMBL436718,Q05655,0
CHEMBL1986597,Q16644,1
CHEMBL453737,Q02763,0
CHEMBL1969502,P22607,0
CHEMBL1982660,P51812,1
CHEMBL340611,P00533,0
CHEMBL1986597,Q16288,1
CHEMBL413779,P07333,0
CHEMBL2004438,Q5S007,1
CHEMBL184847,P78368,1
CHEMBL1994693,P48729,1
CHEMBL1682341,P17948,0
CHEMBL1991063,Q9BZL6,0
CHEMBL1998611,O75582,0
CHEMBL226403,Q96GD4,0
CHEMBL1967720,O14757,1
CHEMBL1970806,P06493,1
CHEMBL2001668,Q8N4C8,1
CHEMBL1965507,Q9H2G2,0
CHEMBL60254,Q05655,0
CHEMBL1682540,Q9UEE5,1
CHEMBL2005886,P00519,0
CHEMBL1682341,P06493,0
CHEMBL1969126,P23443,1
CHEMBL1965702,Q12851,0
CHEMBL208637,Q9UBS0,1
CHEMBL1972820,P11362,1
CHEMBL1879463,Q05397,1
CHEMBL2005828,O75116,1
CHEMBL1969190,Q8N4C8,1
CHEMBL2004311,Q9Y4K4,0
CHEMBL357602,P24723,0
CHEMBL1979690,P52333,0
CHEMBL1983025,O14965,0
CHEMBL1969372,P17948,0
CHEMBL1985723,Q9Y4K4,0
CHEMBL1987793,Q14012,1
CHEMBL2006933,O96017,1
CHEMBL1973868,P16234,1
CHEMBL1983595,P49336,1
CHEMBL1173055,P24941,1
CHEMBL1971186,Q8N4C8,1
CHEMBL1966816,P51957,1
CHEMBL1986869,P45984,1
CHEMBL1974254,Q9H2G2,0
CHEMBL1991674,Q02779,0
CHEMBL1984363,Q16513,1
CHEMBL2006456,P49841,0
CHEMBL1992673,Q9HAZ1,1
CHEMBL1968394,P35968,1
CHEMBL2004025,P07333,0
CHEMBL1981047,Q13131,0
CHEMBL1992342,Q8IW41,1
CHEMBL1990346,O15264,1
CHEMBL590109,Q13627,0
CHEMBL1978448,P16234,1
CHEMBL1981744,Q16288,1
CHEMBL1974310,Q00535,0
CHEMBL210963,O00444,1
CHEMBL2006778,P17948,0
CHEMBL1682554,Q96GD4,1
CHEMBL1967887,Q05397,1
CHEMBL1983025,Q96RG2,0
CHEMBL460990,Q02779,1
CHEMBL1986186,P05129,1
CHEMBL590109,P17612,0
CHEMBL1970709,P06213,1
CHEMBL411903,Q9H2G2,0
CHEMBL1997197,Q9UM73,1
CHEMBL2006778,P29597,0
CHEMBL1990912,P00519,0
CHEMBL1970317,P36888,0
CHEMBL1972158,Q13555,1
CHEMBL1988717,P49840,1
CHEMBL2002407,P29597,0
CHEMBL208286,O15264,1
CHEMBL1991429,P43405,0
CHEMBL1997349,Q9P1W9,0
CHEMBL1993661,P00533,0
CHEMBL481491,P17948,0
CHEMBL1825138,P45984,1
CHEMBL2000408,P49137,1
CHEMBL38380,Q16513,0
CHEMBL1965836,O43293,0
CHEMBL1991728,P23443,0
CHEMBL554993,P31749,0
CHEMBL1985311,Q14012,1
CHEMBL2002992,O00418,1
CHEMBL1984586,O14965,0
CHEMBL1969151,Q13464,0
CHEMBL1682341,P29317,1
CHEMBL1516890,Q9Y4K4,0
CHEMBL461876,Q13188,1
CHEMBL1970903,Q9HCP0,0
CHEMBL2007073,P06239,1
CHEMBL1242755,P78527,0
CHEMBL1241586,P42345,1
CHEMBL2312646,P48730,1
CHEMBL1999811,P53667,1
CHEMBL1999484,P07949,0
CHEMBL1977135,P00519,0
CHEMBL206783,P54619,1
CHEMBL1991180,P27448,0
CHEMBL1990821,P15735,1
CHEMBL1973211,P16591,0
CHEMBL1982476,P07948,0
CHEMBL2000894,Q9HAZ1,0
CHEMBL1976328,Q08881,1
CHEMBL1985206,P49336,1
CHEMBL2000393,P06239,0
CHEMBL1968705,Q8NE63,1
CHEMBL2002702,Q9UM73,0
CHEMBL1991678,P48729,0
CHEMBL1995740,Q9BXA7,1
CHEMBL1982413,Q13627,0
CHEMBL221536,P80192,0
CHEMBL1999811,P78368,1
CHEMBL2006564,P45984,0
CHEMBL1990162,Q9UEE5,0
CHEMBL340921,Q9NWZ3,1
CHEMBL130049,P05129,0
CHEMBL1987535,Q16288,1
CHEMBL233001,P04626,1
CHEMBL1996980,P51817,0
CHEMBL1972355,P36507,0
CHEMBL1242111,P35968,0
CHEMBL2003229,P24941,0
CHEMBL262433,P22607,1
CHEMBL1996345,P36507,1
CHEMBL483526,Q96GD4,0
CHEMBL604712,Q15118,1
CHEMBL1988995,P48729,1
CHEMBL318650,P17252,1
CHEMBL1254007,P15056,0
CHEMBL1977681,O00418,1
CHEMBL1974702,P04629,1
CHEMBL2006299,P17948,1
CHEMBL1242750,P42338,1
CHEMBL1970217,P49137,1
CHEMBL1965507,P30530,0
CHEMBL1974870,Q13976,0
CHEMBL1971947,P07948,0
CHEMBL1987910,P17948,0
CHEMBL1979357,O00311,1
CHEMBL207674,O75116,1
CHEMBL1967544,P17612,0
CHEMBL2002446,Q13976,1
CHEMBL1988075,P30530,0
CHEMBL1972584,O60674,1
CHEMBL1973142,P35968,0
CHEMBL1243200,P53350,1
CHEMBL1980178,O94806,0
CHEMBL1230607,P24941,0
CHEMBL1922225,O60285,1
CHEMBL1992644,Q13131,1
CHEMBL1999321,P05129,1
CHEMBL1991678,Q9UEE5,1
CHEMBL1988581,P17948,0
CHEMBL2003817,Q8N4C8,1
CHEMBL100102,Q02156,1
CHEMBL1983309,Q05655,1
CHEMBL1991188,P06493,0
CHEMBL127898,Q9H2X6,1
CHEMBL1992323,O00311,0
CHEMBL1987648,O75116,1
CHEMBL306380,Q9H2X6,1
CHEMBL1993548,P51817,0
CHEMBL207544,P17612,0
CHEMBL104466,P09619,0
CHEMBL1164180,P17612,1
CHEMBL1973363,Q06418,1
CHEMBL1970314,P17612,1
CHEMBL1999484,Q13627,0
CHEMBL1241676,P78527,0
CHEMBL1996587,P42679,1
CHEMBL1988387,P11309,1
CHEMBL1241300,P00519,0
CHEMBL1614725,P04626,0
CHEMBL1974288,Q9Y4K4,1
CHEMBL1996543,Q05655,1
CHEMBL256835,Q9Y4K4,0
CHEMBL2004544,O00311,0
CHEMBL1461728,O43781,1
CHEMBL1964382,P04629,1
CHEMBL1993548,P17948,0
CHEMBL2006778,O15264,1
CHEMBL1988075,P00533,1
CHEMBL2001257,P51451,1
CHEMBL1966836,P00519,0
CHEMBL234085,Q13188,1
CHEMBL1988717,Q13188,0
CHEMBL1988838,P42685,0
CHEMBL1967992,Q13627,0
CHEMBL1970189,P04626,1
CHEMBL1242111,P78527,0
CHEMBL1972290,P11309,0
CHEMBL1995765,P17612,1
CHEMBL1976455,Q13554,1
CHEMBL2004438,P16234,0
CHEMBL1991846,Q5VT25,1
CHEMBL1241473,Q16620,0
CHEMBL1985092,P35968,1
CHEMBL1982660,P07949,0
CHEMBL2004871,Q15303,1
CHEMBL1974157,P24941,1
CHEMBL2002586,P52333,1
CHEMBL191336,Q15078,0
CHEMBL2000481,Q9NWZ3,1
CHEMBL404367,O75676,0
CHEMBL1966343,P68400,1
CHEMBL246970,Q04759,0
CHEMBL2006439,Q9Y463,0
CHEMBL1987073,O75116,1
CHEMBL113185,P05129,0
CHEMBL1977681,Q96SB4,1
CHEMBL422897,Q06187,1
CHEMBL249282,O95819,0
CHEMBL1419458,P49137,1
CHEMBL2002165,O15530,1
CHEMBL266255,P00519,1
CHEMBL1989029,P06241,0
CHEMBL1994938,Q9HBH9,1
CHEMBL1992342,Q13131,1
CHEMBL1992073,P27448,0
CHEMBL1997846,P24941,1
CHEMBL482538,Q02750,0
CHEMBL340921,Q9UM73,1
CHEMBL1970709,O00418,1
CHEMBL1973142,Q12851,1
CHEMBL1994538,Q00535,0
CHEMBL1242662,P48736,0
CHEMBL394790,Q9Y243,1
CHEMBL1980995,Q14680,0
CHEMBL590109,P24941,0
CHEMBL1968930,O75116,0
CHEMBL305178,Q15759,0
CHEMBL1973860,Q9HBY8,0
CHEMBL1825138,P08069,0
CHEMBL116070,Q13188,1
CHEMBL2005375,Q9H4B4,0
CHEMBL1682346,Q16620,1
CHEMBL1916359,O14757,1
CHEMBL1979516,P52333,0
CHEMBL69129,Q02156,1
CHEMBL443962,P17948,0
CHEMBL1996923,Q13153,1
CHEMBL1990223,O94806,1
CHEMBL2004513,Q9HAZ1,1
CHEMBL1967720,Q13188,0
CHEMBL1975903,P50750,0
CHEMBL1992306,P30530,0
CHEMBL196363,P51451,0
CHEMBL1986177,P51812,1
CHEMBL2002105,P07949,1
CHEMBL376967,P00533,0
CHEMBL1159463,Q02156,1
CHEMBL2005449,Q16620,0
CHEMBL1978099,P06213,0
CHEMBL21156,P11309,0
CHEMBL1969042,Q9Y4K4,0
CHEMBL1991285,P07948,1
CHEMBL1968705,Q04759,0
CHEMBL539474,P49841,0
CHEMBL1991356,O15075,1
CHEMBL1983715,P51817,0
CHEMBL1998585,P07332,0
CHEMBL1970317,Q9UM73,1
CHEMBL1982122,Q13153,1
CHEMBL1967887,Q13153,1
CHEMBL1241300,P08631,0
CHEMBL377734,Q13555,1
CHEMBL1242380,O00329,0
CHEMBL1969843,Q14289,1
CHEMBL1986970,P17612,0
CHEMBL2006785,Q9HCP0,0
CHEMBL2006493,Q14012,1
CHEMBL1241484,P42336,0
CHEMBL402846,P29317,0
CHEMBL1682552,P24941,1
CHEMBL1242753,Q9UBF8,1
CHEMBL413779,O14965,0
CHEMBL1998585,Q13153,1
CHEMBL1966628,Q16288,0
CHEMBL1974870,O96013,0
CHEMBL1990288,O96013,1
CHEMBL1984711,P45983,0
CHEMBL1990912,P16591,1
CHEMBL1990482,Q8TDC3,0
CHEMBL1992220,Q00535,0
CHEMBL2001987,P35968,1
CHEMBL1964777,P48729,1
CHEMBL485556,Q9P1W9,1
CHEMBL1970104,Q9UM73,0
CHEMBL1972576,Q9H2X6,1
CHEMBL1988153,P07948,1
CHEMBL396523,P04626,0
CHEMBL1991180,O15530,1
CHEMBL53826,Q05655,1
CHEMBL1980904,P12931,0
CHEMBL302449,P04626,0
CHEMBL2002649,Q14680,0
CHEMBL402846,Q06418,1
CHEMBL1242207,P12931,0
CHEMBL1973937,P00519,0
CHEMBL1971649,P22607,1
CHEMBL497151,P11362,1
CHEMBL1994864,Q96GD4,1
CHEMBL1978371,P49760,1
CHEMBL1983715,Q00535,0
CHEMBL337297,P22694,0
CHEMBL1241579,P78527,0
CHEMBL1973540,Q8IW41,0
CHEMBL1972584,P07949,0
CHEMBL2000568,Q06418,1
CHEMBL1624529,P07332,1
CHEMBL1969190,Q9HBY8,1
CHEMBL576113,P49840,1
CHEMBL2006581,P08581,1
CHEMBL413779,P04626,1
CHEMBL1997623,O00444,0
CHEMBL2006493,P15735,1
CHEMBL226471,O75582,1
CHEMBL211378,P51451,0
CHEMBL1970340,P00533,1
CHEMBL86664,Q04759,1
CHEMBL1968127,P53778,1
CHEMBL459729,P06239,0
CHEMBL1969588,P31749,1
CHEMBL1997129,P15735,0
CHEMBL1984711,P00519,0
CHEMBL1986899,P16234,0
CHEMBL1682558,Q9Y6M4,1
CHEMBL365598,Q04759,0
CHEMBL2006785,Q7L7X3,1
CHEMBL210963,Q9HBH9,1
CHEMBL1822792,P22607,0
CHEMBL1971947,P07948,0
CHEMBL339799,Q15139,0
CHEMBL1996048,P07333,0
CHEMBL1996111,Q16513,0
CHEMBL1984044,Q13554,1
CHEMBL1990885,P00519,0
CHEMBL1992306,P04629,1
CHEMBL1970735,P53667,1
CHEMBL373598,P29597,1
CHEMBL1983923,Q02750,0
CHEMBL1983534,Q12851,1
CHEMBL1988163,Q05513,1
CHEMBL1981792,P34947,1
CHEMBL188502,P21802,0
CHEMBL1967116,P51451,0
CHEMBL2178352,O75116,1
CHEMBL383264,P31749,0
CHEMBL1989267,P36888,0
CHEMBL1967998,P07949,0
CHEMBL1242573,P42338,0
CHEMBL1995736,Q9NYL2,1
CHEMBL1082440,P07333,1
CHEMBL1242848,P12931,0
CHEMBL1975921,Q00535,0
CHEMBL2001398,P49336,0
CHEMBL215943,P52333,0
CHEMBL1682552,P07333,1
CHEMBL210887,Q16288,0
CHEMBL1967513,Q9UHD2,1
CHEMBL1978567,P07333,1
CHEMBL2001668,Q9H4B4,1
CHEMBL1982361,P49841,0
CHEMBL1991734,O14965,0
CHEMBL1988717,Q13131,1
CHEMBL1972339,O94806,0
CHEMBL2005375,P17612,1
CHEMBL1995448,O75116,0
CHEMBL2005886,Q13188,0
CHEMBL1969372,Q13131,1
CHEMBL338956,P22612,0
CHEMBL1991138,P36888,0
CHEMBL1989518,Q16513,0
CHEMBL335020,O94806,0
CHEMBL223460,Q8TDC3,0
CHEMBL1976040,P04629,1
CHEMBL1985074,Q9H4B4,1
CHEMBL1241948,P78527,0
CHEMBL519395,P08581,0
CHEMBL1982711,P07949,1
CHEMBL1984788,P11362,1
CHEMBL1970913,Q13976,1
CHEMBL2007296,Q9H2X6,1
CHEMBL1991188,Q7KZI7,1
CHEMBL2004716,P51957,1
CHEMBL324153,Q13131,0
CHEMBL1986263,P36888,0
CHEMBL1974617,P17612,1
CHEMBL1988437,Q12851,0
CHEMBL2003271,P11362,1
CHEMBL1958401,Q5VT25,1
CHEMBL1967878,Q9Y4K4,0
CHEMBL1997846,P05129,0
CHEMBL1090356,P15735,1
CHEMBL1969049,Q13464,0
CHEMBL410295,P12931,0
CHEMBL1971485,O96013,1
CHEMBL1986943,P49841,0
CHEMBL1978014,P06241,0
CHEMBL1983111,Q06187,0
CHEMBL1987448,O96013,1
CHEMBL2006785,P15735,1
CHEMBL1969942,P08069,1
CHEMBL1964687,Q16620,0
CHEMBL1991078,P07948,0
CHEMBL269557,P05771,1
CHEMBL1997764,Q9BXA7,1
CHEMBL1996390,P07948,1
CHEMBL131715,P17612,1
CHEMBL274064,P06241,0
CHEMBL220241,P23443,0
CHEMBL2163772,Q00535,0
CHEMBL1998551,P48730,0
CHEMBL1969537,O75582,0
CHEMBL524266,P53350,0
CHEMBL1996576,Q06187,1
CHEMBL1991674,Q13188,0
CHEMBL1999749,O15530,1
CHEMBL1981045,P51451,1
CHEMBL1976090,Q13131,1
CHEMBL1241301,P42345,0
